content,final_sentiment,baseline_aspect_category,tweet_type,clean_tweet,quadruplet,triplet_label,len_clean_tweet
@iicecrime Di toko skincarediary di shopee ya kurleb aku pake yang ini sih beberapa juga ada dari produk lain tinggal pilih aja kak hehe https://t.co/y1427EPsUV,negative,produk;,SUBJECTIVE, Di toko skincarediary di shopee ya kurleb aku pake yang ini sih beberapa juga ada dari produk lain tinggal pilih aja kak hehe,"(skincarediary, tinggal pilih, positive, produk)","(skincarediary, tinggal pilih, positive)",23
@undipmenfess emg shopee skrg ongkirnya kek dakjal nder :),negative,produk;,SUBJECTIVE, emg shopee skrg ongkirnya kek dakjal nder,"(shopee, ongkirnya kek dakjal, negative, price)","(shopee, ongkirnya kek dakjal, negative)",7
"@bliblidotcom Kagak bisa ini buset, lewatnya napa siang siang",negative,produk;,SUBJECTIVE," Kagak bisa ini buset, lewatnya napa siang siang","(_, kagak bisa ini buset, negative, website&apps)","(_, kagak bisa ini buset, negative)",8
"Paket dilaporkan sudah terkirim, padahal saya belum terima barangnya. Pengalaman pertama sejak pakai Shopee yg sukses bikin puyeng parno selama 2 hari.  10 April 2023 membuat pesanan parfum Jeno NCT &amp; Jisoo Blackpink. Tanggal 11 April 2023, dapat notifikasi barang udah dikirim.",negative,produk;,SUBJECTIVE,"Paket dilaporkan sudah terkirim, padahal saya belum terima barangnya. Pengalaman pertama sejak pakai Shopee yg sukses bikin puyeng parno selama hari. April membuat pesanan parfum Jeno NCT &amp; Jisoo Blackpink. Tanggal April , dapat notifikasi barang udah dikirim.","(paket, saya belum terima barangnya, negative, delivery)","(paket, saya belum terima barangnya, negative)",38
"@bukalapak @Meowless_ @hidaa11 @Hijrahber @deyinps @mangotango1511 min tolong dong di follow up utk refund uang saya dari pelapak , saya beli dan barang nya kosong dari kmarin , biasa nya cepet refund uang nya , ini koq sama pelapak blm di refund uang nya",negative,produk;,SUBJECTIVE," min tolong dong di follow up utk refund uang saya dari pelapak , saya beli dan barang nya kosong dari kmarin , biasa nya cepet refund uang nya , ini koq sama pelapak blm di refund uang nya","(refund uang, barangnya kosong dari kemarin, negative, website&apps)","(refund uang, barangnya kosong dari kemarin, negative)",38
SHOPEE MNGAPA ERROOOORRR,negative,produk;,SUBJECTIVE,SHOPEE MNGAPA ERROOOORRR,"(shopee, mngapa erroooorrr, negative, website&apps)","(shopee, mngapa erroooorrr, negative)",3
haruskah gue membeli iPhone supaya bs dapet flashsale shopee,negative,produk;,SUBJECTIVE,haruskah gue membeli iPhone supaya bs dapet flashsale shopee,"(iphone, bs dapet flashsale shopee, positive, website&apps)","(iphone, bs dapet flashsale shopee, positive)",9
"@enolnoel shade extra 130 baru bgt datang dan di swatch sekali dikit bgt ditangan, 90k beli di shopee ofc store dijual krn kurang cocok",negative,produk;,SUBJECTIVE," shade extra baru bgt datang dan di swatch sekali dikit bgt ditangan, k beli di shopee ofc store dijual krn kurang cocok","(swatch, dijual krn kurang cocok, negative, produk)","(swatch, dijual krn kurang cocok, negative)",22
@OnePreloved boleh minta condi lebih jelas by dm gak kak ? condi di shopee agak gak keliatan,neutral,produk;,SUBJECTIVE, boleh minta condi lebih jelas by dm gak kak ? condi di shopee agak gak keliatan,"(condi, agak gak keliatan, negative, produk)","(condi, agak gak keliatan, negative)",16
@bliblidotcom Kipas angin biar gak gerah,neutral,produk;,SUBJECTIVE, Kipas angin biar gak gerah,"(kipas angin, biar gak gerah, positive, produk)","(kipas angin, biar gak gerah, positive)",5
eh ternyata malah di shopee ofc store nya maybelline lagi diskon juga. tidak jadi menyesal wkkw. tp kalo gue co sekarang takut dateng nya habis lebaran. padahal mau di pake buat lebaran,neutral,produk;,SUBJECTIVE,eh ternyata malah di shopee ofc store nya maybelline lagi diskon juga. tidak jadi menyesal wkkw. tp kalo gue co sekarang takut dateng nya habis lebaran. padahal mau di pake buat lebaran,"(maybelline, lagi diskon, positive, price)","(maybelline, lagi diskon, positive)",32
@bukalapak @Meowless_ @hidaa11 @Hijrahber @deyinps @mangotango1511 Min mau komplain d aplikasi kenapa gak bisa. Tar  keburu keterima otomatis min.,negative,customerservice; payment; produk;,SUBJECTIVE, Min mau komplain d aplikasi kenapa gak bisa. Tar keburu keterima otomatis min.,"(komplain di aplikasi, kenapa gak bisa, negative, website&apps)","(komplain di aplikasi, kenapa gak bisa, negative)",13
Kenapa lipstick revlon harus virallll?!?! Padahal gue dulu bisa beli lipstick kecintaan gue itu dengan sangat mudah di Indomaret. Sekarang beli di shopee aja susah banget nyarinya ya Allah tolong,negative,produk;,SUBJECTIVE,Kenapa lipstick revlon harus virallll?!?! Padahal gue dulu bisa beli lipstick kecintaan gue itu dengan sangat mudah di Indomaret. Sekarang beli di shopee aja susah banget nyarinya ya Allah tolong,"(shopee, susah banget nyarinya, negative, produk)","(shopee, susah banget nyarinya, negative)",30
"Shopee boong banget katanya bisa cepet tf antar bank, eeh zonk sampai sekarang duit THR gue gak masuk rekening 😭😭😭",neutral,produk;,SUBJECTIVE,"Shopee boong banget katanya bisa cepet tf antar bank, eeh zonk sampai sekarang duit THR gue gak masuk rekening","(shopee, boong banget katanya bisa cepet tf antar bank, negative, website&apps)","(shopee, boong banget katanya bisa cepet tf antar bank, negative)",19
ah shopee ini bikin tambah kesel aja anjr lah,negative,produk;,SUBJECTIVE,ah shopee ini bikin tambah kesel aja anjr lah,"(shopee, tambah kesel, negative, website&apps)","(shopee, tambah kesel, negative)",9
"""Gmn, jadi ga pak?""  Gw kalau chat di OLX atau FB itu sekalian ngetest orang jg sebenernya, kalau malah dia yang greedy langsung gw cancel",negative,website&apps; produk;,SUBJECTIVE,"""Gmn, jadi ga pak?"" Gw kalau chat di OLX atau FB itu sekalian ngetest orang jg sebenernya, kalau malah dia yang greedy langsung gw cancel","(olx atau fb, greedy, negative, produk)","(olx atau fb, greedy, negative)",25
"@bliblidotcom Uyy klepon klo di daerah w isiannya lumer enakk bngtt anjritt, gbisa elim smua. Tp klo harus 1 ya NASTAR kdg kering isi medit itu gk enak TT",positive,produk;,SUBJECTIVE," Uyy klepon klo di daerah w isiannya lumer enakk bngtt anjritt, gbisa elim smua. Tp klo harus ya NASTAR kdg kering isi medit itu gk enak TT","(klepon, isiannya enakk bngtt anjritt, positive, produk)","(klepon, isiannya enakk bngtt anjritt, positive)",27
"@bliblidotcom Bakwan jadul di kampung aku bentuknua bulat pipih sempurna kecil kecil, luarmya kriuk dalamnya masih lembut. Kangen kampung deh",neutral,produk;,SUBJECTIVE," Bakwan jadul di kampung aku bentuknua bulat pipih sempurna kecil kecil, luarmya kriuk dalamnya masih lembut. Kangen kampung deh","(bakwan, kangen kampung, positive, produk)","(bakwan, kangen kampung, positive)",19
"@tanyakanrl Untuk skrg shopee express, jnt lemot bgttt krn dkt lebaran. Utk harihari biasa ak jnt",negative,produk;,SUBJECTIVE," Untuk skrg shopee express, jnt lemot bgttt krn dkt lebaran. Utk harihari biasa ak jnt","(jnt, jnt lemot bgttt krn dkt lebaran, negative, delivery)","(jnt, jnt lemot bgttt krn dkt lebaran, negative)",15
shopee pagi pagi udh bikin salty aj,neutral,produk;,SUBJECTIVE,shopee pagi pagi udh bikin salty aj,"(shopee, bikin salty, negative, website&apps)","(shopee, bikin salty, negative)",7
@ShopeeCare min kok transaksi terakhir shopee ku tiba2 hilang yang pengembalian dana padahal statusnya masih di proses loh. Tolong min ini kenapa ya,negative,produk;,SUBJECTIVE, min kok transaksi terakhir shopee ku tiba2 hilang yang pengembalian dana padahal statusnya masih di proses loh. Tolong min ini kenapa ya,"(transaksi terakhir shopee, tiba2 hilang, negative, website&apps)","(transaksi terakhir shopee, tiba2 hilang, negative)",22
"@bliblidotcom Gue lbh suka bakwan tipis karena garing enak di gigitnya, klo bakwan gemuk ga suka kadang dlmnya msh mentah",positive,produk;,SUBJECTIVE," Gue lbh suka bakwan tipis karena garing enak di gigitnya, klo bakwan gemuk ga suka kadang dlmnya msh mentah","(bakwan tipis, enak di gigitnya, positive, produk)","(bakwan tipis, enak di gigitnya, positive)",19
Orang rame beli di tiktok tapi smp sekarang aku masih Tim shopee soalnyaa tiktok ongkir nya ga masuk di akal  Pengiriman ke medan dia bisa lo dapet harga 26000 an tapi based rate mereka di 40.000 yang mana emang dari 3PL ke warga umum jg harganya segitu. Disc 50% jg ga ngaruh.,negative,produk;,SUBJECTIVE,Orang rame beli di tiktok tapi smp sekarang aku masih Tim shopee soalnyaa tiktok ongkir nya ga masuk di akal Pengiriman ke medan dia bisa lo dapet harga an tapi based rate mereka di yang mana emang dari PL ke warga umum jg harganya segitu. Disc % jg ga ngaruh.,"(tiktok, ongkir nya ga masuk di akal, negative, delivery)","(tiktok, ongkir nya ga masuk di akal, negative)",50
"@tirta_cipeng Di luar dunia fashion, saya sering banget nemu di OLX  Ngaku ngaku budget nya minim, pas cek getcontact dia ternyata dia reseller dan makelar juga  Emang dasarnya mau jualin lagi aja tapi ga jujur",neutral,produk;,SUBJECTIVE," Di luar dunia fashion, saya sering banget nemu di OLX Ngaku ngaku budget nya minim, pas cek getcontact dia ternyata dia reseller dan makelar juga Emang dasarnya mau jualin lagi aja tapi ga jujur","(olx, reseller, negative, customerservice)","(olx, reseller, negative)",34
@Yokwins Iyaa kak di shopee skrg ada biaya layanannya ga kyk dulu 😭,negative,produk;,SUBJECTIVE, Iyaa kak di shopee skrg ada biaya layanannya ga kyk dulu,"(biaya layanannya, ga kyk dulu, negative, price)","(biaya layanannya, ga kyk dulu, negative)",11
banyak orang menguji kesabaran semoga digantikan dgn shopee pay🙏🏻,negative,produk;,SUBJECTIVE,banyak orang menguji kesabaran semoga digantikan dgn shopee pay,"(shopee pay, banyak orang menguji kesabaran, negative, produk)","(shopee pay, banyak orang menguji kesabaran, negative)",9
"Gak tenang banget, tmn ku kan chat minta koin Shopee, trs aku nanya lah dia mau brp karena emang koin ku sisa 15k, nah kata dia tuh terserah aja jadi aku kirim 5k aja itu aku nya pelit gak sih? 😭 pas udah aku kirim tuh anaknya blm jawab apa2 juga, ngerasa gk enak akunya😭",negative,delivery; price; produk;,SUBJECTIVE,"Gak tenang banget, tmn ku kan chat minta koin Shopee, trs aku nanya lah dia mau brp karena emang koin ku sisa k, nah kata dia tuh terserah aja jadi aku kirim k aja itu aku nya pelit gak sih? pas udah aku kirim tuh anaknya blm jawab apa2 juga, ngerasa gk enak akunya","(Shopee, ngerasa gk enak akunya, negative, website&apps)","(shopee, ngerasa gk enak akunya, negative)",54
@Lionhae21 @i_m_mortal_ Lebih dr satu akun tuh mksdny gmn sih kak? Aku emg pernah ada akun shopee di hp lama to itu udh lama ga pernha dipake hp nya ilang juga urh dua tahunan dan akunya urh ditutup permanen krn gaada aktivitas 2 thn apa itu itungannya ada akin lebihan juga? Iya makanya kak aku butuh😭,negative,produk;,SUBJECTIVE, Lebih dr satu akun tuh mksdny gmn sih kak? Aku emg pernah ada akun shopee di hp lama to itu udh lama ga pernha dipake hp nya ilang juga urh dua tahunan dan akunya urh ditutup permanen krn gaada aktivitas thn apa itu itungannya ada akin lebihan juga? Iya makanya kak aku butuh,"(shopee, akunnya urh ditutup permanen, negative, website&apps)","(shopee, akunnya urh ditutup permanen, negative)",53
"BANGSAT MASIH EMOSI, GAK LAGI GUE MAEN GAME DI SHOPEE",negative,delivery; price; produk;,SUBJECTIVE,"BANGSAT MASIH EMOSI, GAK LAGI GUE MAEN GAME DI SHOPEE","(game di shopee, bangsat masih emosi, negative, website&apps)","(game di shopee, bangsat masih emosi, negative)",10
Baru aja ketipu di shopee jd mulai byk yg licik,negative,produk;,SUBJECTIVE,Baru aja ketipu di shopee jd mulai byk yg licik,"(shopee, ketipu, negative, produk)","(shopee, ketipu, negative)",10
"@bliblidotcom Menu bukaan manis yang di ELIMINASI adalah "" 4. Kolak Ubi "" #Tanyatinyi",neutral,produk;,SUBJECTIVE," Menu bukaan manis yang di ELIMINASI adalah "" . Kolak Ubi ""","(kolak ubi, eliminasi, negative, produk)","(kolak ubi, eliminasi, negative)",12
@bliblidotcom Ga mudik krna gpunya kampung 😂,neutral,produk;,SUBJECTIVE, Ga mudik krna gpunya kampung,"(kampung, ga mudik, negative, produk)","(kampung, ga mudik, negative)",5
"@jooniecutiepie @deevpjm_ Mending klau ga tau cerita aslinya ga usah ngatain org orgil deh kak, bulan puasa loh ini. Dan terserah dong mau diblock ap gmna. Btw ini temen kaka post di shopee ternyata dgn hrga lebih tinggi, pantes dibilang on hold sekalinya cuma mau dijual lebih mahal aja",negative,produk;,SUBJECTIVE," Mending klau ga tau cerita aslinya ga usah ngatain org orgil deh kak, bulan puasa loh ini. Dan terserah dong mau diblock ap gmna. Btw ini temen kaka post di shopee ternyata dgn hrga lebih tinggi, pantes dibilang on hold sekalinya cuma mau dijual lebih mahal aja","(shopee, pantes dibilang on hold sekalinya cuma mau dijual lebih mahal, negative, produk)","(shopee, pantes dibilang on hold sekalinya cuma mau dijual lebih mahal, negative)",47
@bliblidotcom Onde onde sama ubi.  Gak bgtu suka.,positive,produk;,SUBJECTIVE, Onde onde sama ubi. Gak bgtu suka.,"(Onde onde, Gak bgtu suka, negative, produk)","(onde onde, gak bgtu suka, negative)",7
"Voucher shopee bikin ngelus dada, gua mau co kagak jdi mulu dari tadi malem, trus spay kaliam error gak sih? Punya gua gitu tdi",negative,produk;,SUBJECTIVE,"Voucher shopee bikin ngelus dada, gua mau co kagak jdi mulu dari tadi malem, trus spay kaliam error gak sih? Punya gua gitu tdi","(voucher shopee, bikin ngelus dada, negative, website&apps)","(voucher shopee, bikin ngelus dada, negative)",24
"@bliblidotcom Wah susah sih anj. Yg tipis enak garing2, tp yg tebel enak dimakan pake cabe karena dalemnya masih lembut2 sama sayurannya masih krenyes2",positive,delivery; produk;,SUBJECTIVE," Wah susah sih anj. Yg tipis enak garing2, tp yg tebel enak dimakan pake cabe karena dalemnya masih lembut2 sama sayurannya masih krenyes2","(_, enak garing2, positive, produk)","(_, enak garing2, positive)",23
"@danypujo Seller, sue diem² aja.  Awalnya juga gue nggak bawel ngiranya karena gagal pick up, ternyata emang nggak diproses.   Tapi status pesenannya tetep dikemas, dari shopee nggak ada gagal otomatis padahal keterangannya akan dikirim tgl14.",negative,produk;,SUBJECTIVE," Seller, sue diem aja. Awalnya juga gue nggak bawel ngiranya karena gagal pick up, ternyata emang nggak diproses. Tapi status pesenannya tetep dikemas, dari shopee nggak ada gagal otomatis padahal keterangannya akan dikirim tgl14.","(seller, sue diem aja, negative, produk)","(seller, sue diem aja, negative)",34
"Kebangun dr jam 1, scroll shopee klak klik favorit sampe lupa lagi apa itu minimalism 🤣😭",negative,produk;,SUBJECTIVE,"Kebangun dr jam , scroll shopee klak klik favorit sampe lupa lagi apa itu minimalism","(scroll shopee, kebangun, negative, website&apps)","(scroll shopee, kebangun, negative)",15
"Iya bgt! Mana ada yg pesen udh lama bgt belom dikirim, masa kata shopee nya dikirim pas udah bulan mei, kan parah bgt🙂",negative,produk;,SUBJECTIVE,"Iya bgt! Mana ada yg pesen udh lama bgt belom dikirim, masa kata shopee nya dikirim pas udah bulan mei, kan parah bgt","(shopee, pesen udah lama bgt belom dikirim, negative, delivery)","(shopee, pesen udah lama bgt belom dikirim, negative)",23
Tengah malem kalo ga overthingking banter-banter check out shopee ajgggg,neutral,produk;,SUBJECTIVE,Tengah malem kalo ga overthingking banter-banter check out shopee ajgggg,"(shopee, kalo ga overthingking banter-banter check out, negative, produk)","(shopee, kalo ga overthingking banter-banter check out, negative)",10
"@yongee123 @elsamoniica @BlibliCare @Ljeje @bliblidotcom @ecommurz Betul bisa melenceng tapi bukan case basic dan simple kayak gini. Data confidential cust itu jauh beda proteksinya dibanding data biasa. Bandingin sama ftx ga ada accounting, ga nyambung sama case ini orang dalem bocorin data.",neutral,produk;,SUBJECTIVE," Betul bisa melenceng tapi bukan case basic dan simple kayak gini. Data confidential cust itu jauh beda proteksinya dibanding data biasa. Bandingin sama ftx ga ada accounting, ga nyambung sama case ini orang dalem bocorin data.","(data confidential, melenceng, negative, website&apps)","(data confidential, melenceng, negative)",36
"@sbtcon Overload nder aku dari event 4.4 baru sampai tadi gara"" aku komplain ke cs shopee karna udah melewati estimasi sampai",negative,delivery; customerservice; produk;,SUBJECTIVE," Overload nder aku dari event baru sampai tadi gara"" aku komplain ke cs shopee karna udah melewati estimasi sampai","(_, overload nder, negative, delivery)","(_, overload nder, negative)",19
@bliblidotcom Nastar gak ENAKKK poll😭,positive,produk;,SUBJECTIVE, Nastar gak ENAKKK poll,"(nastar, gak enakkk poll, negative, produk)","(nastar, gak enakkk poll, negative)",4
Lah anjink skrg shopee tuh ke reset semua ya history belanja nya??? Gue mau beliin wigi makanan tp lupa bgt merknya apa terus ilang di history alasiah,negative,produk;,SUBJECTIVE,Lah anjink skrg shopee tuh ke reset semua ya history belanja nya??? Gue mau beliin wigi makanan tp lupa bgt merknya apa terus ilang di history alasiah,"(shopee, ke reset semua ya history belanja nya, negative, website&apps)","(shopee, ke reset semua ya history belanja nya, negative)",27
@JYesYess Cari yg dupe d shopee bnyk tu 😆,negative,produk;,SUBJECTIVE, Cari yg dupe d shopee bnyk tu,"(shopee, Cari yg dupe d shopee bnyk tu, negative, produk)","(shopee, cari yg dupe d shopee bnyk tu, negative)",7
@bliblidotcom Adaa datang 2 hari min,negative,produk;,SUBJECTIVE, Adaa datang hari min,"(_, datang hari min, positive, delivery)","(_, datang hari min, positive)",4
ga punya shopee cekot di tiktok sama aja oneng,negative,produk;,SUBJECTIVE,ga punya shopee cekot di tiktok sama aja oneng,"(shopee, cekot di tiktok sama aja oneng, negative, website&apps)","(shopee, cekot di tiktok sama aja oneng, negative)",9
"sampe detik ini belom keupdate juga GAMAUUU TOKO SHOPEE GUE KENA PINALTI 💩 kesel bgt sumpah, ini gimana sih gaberes dari tempat ngirimnya atau emg ekspedisinya bermasalah 😾😾",negative,delivery; produk;,SUBJECTIVE,"sampe detik ini belom keupdate juga GAMAUUU TOKO SHOPEE GUE KENA PINALTI kesel bgt sumpah, ini gimana sih gaberes dari tempat ngirimnya atau emg ekspedisinya bermasalah","(SHOPEE, GUE KENA PINALTI kesel bgt sumpah, negative, website&apps)","(shopee, gue kena pinalti kesel bgt sumpah, negative)",26
"jual barang di olx gapernah nunggu ganti hari, semua itungan jam langsung laku.. 😆, jual barang bekas.. ewkwk",negative,price; produk;,SUBJECTIVE,"jual barang di olx gapernah nunggu ganti hari, semua itungan jam langsung laku.. , jual barang bekas.. ewkwk","(barang, semua itungan jam langsung laku, positive, produk)","(barang, semua itungan jam langsung laku, positive)",18
"@bukalapak barang sdh dikirim tp blm sampai, sewaktu dikomplain dg memasukan bukti foto tp tdk muncul di riwayat komplain… buntu",negative,produk;,SUBJECTIVE," barang sdh dikirim tp blm sampai, sewaktu dikomplain dg memasukan bukti foto tp tdk muncul di riwayat komplain buntu","(riwayat komplain, buntu, negative, costumerservice)","(riwayat komplain, buntu, negative)",19
"@kkbeoom Dihh di gua mah cepet bgt tauu, kalo jnt baru lama bgt pernah paket gua g sampe 3minggu duitnya dah di balikin sama shopee tiba2 datang tu paket sampe saat ini belum pernah pake jnt hshshs",negative,payment; produk;,SUBJECTIVE," Dihh di gua mah cepet bgt tauu, kalo jnt baru lama bgt pernah paket gua g sampe minggu duitnya dah di balikin sama shopee tiba2 datang tu paket sampe saat ini belum pernah pake jnt hshshs","(jnt, lama bgt, negative, delivery)","(jnt, lama bgt, negative)",36
@indomilkyourway @alfamart @alfamidi_ku @Indomaret @bliblidotcom suka banget pink blossom jangan sampe di ilangin ya min :(( skrg jadi susu fav soalnya :((,negative,produk;,SUBJECTIVE, suka banget pink blossom jangan sampe di ilangin ya min skrg jadi susu fav soalnya,"(pink blossom, susu fav, positive, produk)","(pink blossom, susu fav, positive)",15
"Ada ga sih model tas yg jarang banget ada kw nya, kmren baru nemu jw pei harga miring di shopee trs ini buka ig temen gw pake tas coach kw mana kembar lagi berdua tas nya😭",neutral,customerservice; produk;,SUBJECTIVE,"Ada ga sih model tas yg jarang banget ada kw nya, kmren baru nemu jw pei harga miring di shopee trs ini buka ig temen gw pake tas coach kw mana kembar lagi berdua tas nya","(model tas, jarang banget ada kwnya, positive, produk)","(model tas, jarang banget ada kwnya, positive)",36
"@Astaradinar ketipu karna dia nyomot poto dari olshop Malaysia ka, terus jg yg dtg tuh produknya jelek ga sesuai foto dan pada banyak yg lama bgt dikirim. pas di ajuin pembatalan pesanan baru dia ngirim barangnya dan seller fake ini nolak pengajuan kita. postingan di Shopee nya jg udh dihapus",negative,delivery; produk;,SUBJECTIVE," ketipu karna dia nyomot poto dari olshop Malaysia ka, terus jg yg dtg tuh produknya jelek ga sesuai foto dan pada banyak yg lama bgt dikirim. pas di ajuin pembatalan pesanan baru dia ngirim barangnya dan seller fake ini nolak pengajuan kita. postingan di Shopee nya jg udh dihapus","(Shopee, ga sesuai foto dan pada banyak yg lama bgt dikirim, negative, delivery)","(shopee, ga sesuai foto dan pada banyak yg lama bgt dikirim, negative)",49
"@bliblidotcom bakwan tipis sih, soalnya lebi garing trus crispy lagi, apalagi pake sambel kacang atau sambel terasi juga beuhh",neutral,payment; produk;,SUBJECTIVE," bakwan tipis sih, soalnya lebi garing trus crispy lagi, apalagi pake sambel kacang atau sambel terasi juga beuhh","(bakwan tipis, lebi garing trus crispy lagi, positive, produk)","(bakwan tipis, lebi garing trus crispy lagi, positive)",18
@Bimo_KY VO Shopee terngiang ngiang bgt wkwk,negative,produk;,SUBJECTIVE, VO Shopee terngiang ngiang bgt wkwk,"(shopee, terngiang ngiang bgt, positive, website&apps)","(shopee, terngiang ngiang bgt, positive)",6
@bliblidotcom NASTAR WOI GA ENAK 😭 BIKIN SERETNYA PARAH,negative,produk;,SUBJECTIVE, NASTAR WOI GA ENAK BIKIN SERETNYA PARAH,"(nastar, ga enak bikin seretnya parah, negative, produk)","(nastar, ga enak bikin seretnya parah, negative)",7
Mencarik heels raya di shopee,positive,price; produk;,SUBJECTIVE,Mencarik heels raya di shopee,"(heels, raya di shopee, positive, produk)","(heels, raya di shopee, positive)",5
bskk mau look yg dewaza gitu tp tasku warna orens ngejreng tas anak sd mirip mirip kurir shopee,neutral,delivery; price; produk;,SUBJECTIVE,bskk mau look yg dewaza gitu tp tasku warna orens ngejreng tas anak sd mirip mirip kurir shopee,"(shopee, mirip kurir shopee, negative, produk)","(shopee, mirip kurir shopee, negative)",18
"Kenapa parno? Karena sebelumnya ada paket dari ekspedisi yang sama dikirimnya malam, tapi kami serumah nggak denger ada orang ketuk pintu atau teriak paket, pun nggak ada pemberitahuan via WhatsApp. Tahu-tahu ada notifikasi dari Shopee pada pukul pukul 20.52 bahwa barang udah--",negative,produk;,SUBJECTIVE,"Kenapa parno? Karena sebelumnya ada paket dari ekspedisi yang sama dikirimnya malam, tapi kami serumah nggak denger ada orang ketuk pintu atau teriak paket, pun nggak ada pemberitahuan via WhatsApp. Tahu-tahu ada notifikasi dari Shopee pada pukul pukul bahwa barang udah--","(ekspedisi, nggak ada pemberitahuan via WhatsApp, negative, delivery)","(ekspedisi, nggak ada pemberitahuan via whatsapp, negative)",41
"@tanyakanrl Karena ini paket2 yg lama datengnya udah ga bisa protes 🥲 untung cuma nyisa satu paket pake shopee express, dahlah dah pasrah haha dianter kapan aja terserah😅  Co yg baru2 selalu cari yg terdekat dan kirim pake gosend",negative,produk;,SUBJECTIVE," Karena ini paket2 yg lama datengnya udah ga bisa protes untung cuma nyisa satu paket pake shopee express, dahlah dah pasrah haha dianter kapan aja terserah Co yg baru2 selalu cari yg terdekat dan kirim pake gosend","(paket2, lama datengnya, negative, delivery)","(paket2, lama datengnya, negative)",37
Bye shopee gabakal gue buka lg lu :( udh cukup duit gue aabis 😭,neutral,produk;,SUBJECTIVE,Bye shopee gabakal gue buka lg lu udh cukup duit gue aabis,"(shopee, gabakal gue buka lg, negative, website&apps)","(shopee, gabakal gue buka lg, negative)",12
"Grgr liat yang menang fs shopee pengguna ipong semua, jd pengin beli ipong🗿... Padahal dulu tu mikirnya buat apa pake ipong, mahal bgt, harga ipong satu aja udah dapet spek luar biasa kalo buat beli andro🙃",neutral,price; produk;,SUBJECTIVE,"Grgr liat yang menang fs shopee pengguna ipong semua, jd pengin beli ipong... Padahal dulu tu mikirnya buat apa pake ipong, mahal bgt, harga ipong satu aja udah dapet spek luar biasa kalo buat beli andro","(ipong, mahal bgt, negative, produk)","(ipong, mahal bgt, negative)",36
@sosmedkeras ak aja masih bingung mau co yg mn di shopee,negative,produk;,SUBJECTIVE, ak aja masih bingung mau co yg mn di shopee,"(co, yg mn, positive, produk)","(co, yg mn, positive)",10
"Lalu dia langsung telfon ke anugrah mengenai pembayaran, dan akhirnya yang katanya adiknya ternyata bukan adiknya beneran dan dia baru kenal anugrah dari olx lalu baru me yampaikan ke saya, dannnnnnnnn bomm uang saya lenyap, dia bilang ""adung anj*g gblk banget kita"" ke istrinya",negative,customerservice; payment; produk;,SUBJECTIVE,"Lalu dia langsung telfon ke anugrah mengenai pembayaran, dan akhirnya yang katanya adiknya ternyata bukan adiknya beneran dan dia baru kenal anugrah dari olx lalu baru me yampaikan ke saya, dannnnnnnnn bomm uang saya lenyap, dia bilang ""adung anj*g gblk banget kita"" ke istrinya","(uang, lenyap, negative, customerservice)","(uang, lenyap, negative)",44
"@discountfess emg lelet, pake shopee express hemat aja cpt. kmrin dikirim kamis, hari ini nyampe",negative,produk;,SUBJECTIVE," emg lelet, pake shopee express hemat aja cpt. kmrin dikirim kamis, hari ini nyampe","(shopee express, aja cpt, positive, delivery)","(shopee express, aja cpt, positive)",14
"@Dziennuen Iya, memang nggak semuanya Bang. Di Kota Padang sendiri banyak yang jual di OLX.  Waktu itu nyari tanahnya di Mandeh yang rata2 tanahnya masih girik. Denger2 dari broker daerah situ, yang di rural masih keras, cuma mau ngelepas ke orang Minang.",neutral,price; produk;,SUBJECTIVE," Iya, memang nggak semuanya Bang. Di Kota Padang sendiri banyak yang jual di OLX. Waktu itu nyari tanahnya di Mandeh yang rata2 tanahnya masih girik. Denger2 dari broker daerah situ, yang di rural masih keras, cuma mau ngelepas ke orang Minang.","(_, banyak yang jual di olx, positive, produk)","(_, banyak yang jual di olx, positive)",41
Shopee lg knp dah,negative,produk;,SUBJECTIVE,Shopee lg knp dah,"(shopee, lg knp dah, negative, website&apps)","(shopee, lg knp dah, negative)",4
"jual maguire aja bisa nggak, bayarnya pake koin shopee aja gapapa. ntar dikasih bonus elanga",neutral,produk;,SUBJECTIVE,"jual maguire aja bisa nggak, bayarnya pake koin shopee aja gapapa. ntar dikasih bonus elanga","(shopee, ntar dikasih bonus, positive, produk)","(shopee, ntar dikasih bonus, positive)",15
wkwkwk gw hampir say goodbye ma shopee.. mending lazada kalau ngasih promoan,neutral,produk;,SUBJECTIVE,wkwkwk gw hampir say goodbye ma shopee.. mending lazada kalau ngasih promoan,"(lazada, kalau ngasih promoan, positive, price)","(lazada, kalau ngasih promoan, positive)",12
@naterhasan Mostly cuci mata dekat Shopee. Kadang2 terpaksa bukak hp untuk reply whatsapp yg urgent. 😅,neutral,produk;,SUBJECTIVE, Mostly cuci mata dekat Shopee. Kadang2 terpaksa bukak hp untuk reply whatsapp yg urgent.,"(cuci mata, terpaksa bukak hp, negative, website&apps)","(cuci mata, terpaksa bukak hp, negative)",14
@bliblidotcom Ngitungin duit THR,neutral,produk;,SUBJECTIVE, Ngitungin duit THR,"(thr, ngitungin duit, positive, website&apps)","(thr, ngitungin duit, positive)",3
